-0.9720459,4.522647,7.788338
-1.6316484,4.933253,7.929596
-1.4664485,5.1343656,7.855376
-1.484405,5.141548,8.3868885
-1.3251907,4.9320555,8.130709
-1.3144168,5.141548,7.843405
-1.1552023,5.1918263,8.274361
-1.590947,5.032612,9.299079
-0.92057055,5.3259015,10.460267
0.7433996,4.3538556,10.465055
0.21547815,3.1531637,11.489774
0.32920274,3.3494883,8.160637
-0.06584055,3.1902738,7.6829934
-0.19632454,3.5541923,6.5816603
-0.15801731,3.9983168,7.7201033
-0.16759412,4.871003,7.7943234
-0.7445967,5.2720323,9.751583
-2.0099323,5.523423,9.813833
-1.5251064,4.52145,10.374076
-2.3535004,4.4663835,8.3821
-1.3862427,4.0533834,7.9846625
-1.0606314,3.7457285,6.9407907
-1.8902222,3.8522706,7.2831616
-0.8870517,5.2397103,7.3106947
-1.4221559,5.127183,9.121908
-1.5358804,5.17387,10.935516
0.9708488,4.572925,10.5045595
-0.34476504,3.9707835,9.325416
1.0259154,4.11683,7.904457
-0.130484,3.8283286,6.4152637
-0.34596214,4.5058875,6.0465565
0.0011971008,5.471948,7.714118
-0.17956513,5.9148755,8.523358
-0.32680854,5.7005944,10.502166
-0.9588778,6.517017,8.933964
-1.3850456,4.522647,9.645041
-1.9560628,5.1475334,7.1466923
0.2825158,4.3394904,7.94037
-1.7980455,4.1838675,7.207744
-1.270124,5.005079,6.5349736
-1.423353,5.719748,8.74123
-1.2306197,5.2325277,10.168175
0.45848963,5.2624555,9.466674
-1.5334862,4.0378213,9.866506
1.1755531,4.7560816,7.657854
-0.015562311,4.2317514,6.921637
-0.34835634,4.2556934,6.9862804
-0.33518824,5.3474493,7.7967176
-0.770933,6.0106435,8.045714
-0.4357447,6.467936,9.300277
0.019153614,6.169858,10.156203
-2.2744915,4.6818614,8.884883
-0.8846575,4.3766007,7.8996687
-0.077811554,3.7433343,7.1047935
-1.4508862,3.8965633,6.5325794
-1.4808137,5.068525,7.771579
-1.7513585,5.567716,9.022549
-1.5502456,6.136339,10.196905
-0.25737667,4.8506527,9.016563
-1.1707647,4.4699745,8.342596
-0.038307227,4.271256,8.051701
-0.12689269,3.9695864,6.968324
-0.78170687,4.2197804,6.667852
-0.38307226,4.5920787,7.989451
-0.20231004,5.910087,8.433576
-0.6703765,5.6203885,10.648212
-1.3790601,5.555745,8.446744
-1.3455414,4.3981485,9.821015
-1.4101849,4.9823337,7.1646485
-0.2669535,4.2904096,7.9451585
-1.3108255,3.843891,7.5321584
-1.6783354,4.471172,8.389283
-1.2797008,5.48751,8.477868
-1.3694834,5.2037973,10.324995
0.06823475,5.380968,7.716512
-1.1001357,4.176685,9.259575
0.39863458,4.6483426,8.031349
0.17717093,4.1802764,7.8050976
-0.94810385,4.2425256,6.235698
-0.35075054,4.7764325,7.6602483
-0.7613561,5.6682725,7.8182654
0.36272156,5.895722,10.041282
-1.6675615,5.7281275,9.470264
0.30885202,4.996699,10.2974615
-1.9393034,5.1966147,7.382521
-0.5626374,4.497508,8.408437
-0.7781156,3.9803603,7.6015906
-1.6196774,4.059369,6.9479733
-1.4460979,4.784812,7.765593
-1.4891934,5.4324436,9.307459
-1.9668367,6.0716953,9.566033
0.40821138,4.871003,10.583569
-1.6484078,4.3263226,7.5453267
-0.5530606,4.2281604,9.179369
-0.38187516,4.498705,7.657854
-1.757344,4.1395745,7.309498
-0.25019407,4.582502,8.2276745
-1.8363527,4.0342298,8.340201
0.025139118,3.715801,9.975441
-0.24779987,3.6822822,10.511743
-2.2613235,3.108871,9.829395
